time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003904,-1.0797,0.1078,0.4834,1.188
0.020446,-1.7924,0.4505,0.5241,1.921
0.040989,-0.5541,-0.1474,0.7399,0.936
0.066894,1.6035,-1.8592,0.9492,2.632
0.083514,1.0160,-1.5636,-1.9623,2.707
0.103355,2.0568,-2.0577,-2.6783,3.954
0.123658,0.9077,-2.0611,-1.5092,2.711
0.144084,-0.2112,-1.7548,-0.3168,1.796
0.166696,-0.1122,-1.5566,0.3482,1.599
0.185117,0.5637,-1.1383,0.5478,1.383
0.205402,-0.3653,0.0099,0.6527,0.748
0.226050,-0.8911,-0.3066,0.9065,1.308
0.246129,-1.8348,-0.7437,-0.0435,1.980
0.266673,-2.0768,-0.7584,0.2296,2.223
0.286976,-2.4518,-1.7297,0.3123,3.017
0.307462,-2.5299,-2.7713,0.4828,3.783
0.327705,-5.2634,-0.0511,-0.7593,5.318
0.348257,-5.9773,6.3781,-1.8394,8.933
0.373045,1.7477,6.3123,-0.5168,6.570
0.388882,4.9803,1.7899,0.5944,5.325
0.409234,1.4388,-0.9815,1.2325,2.134
0.429554,-1.8252,-1.1613,-0.4068,2.201
0.449768,-0.4402,-0.8302,-0.8529,1.269
0.472855,-0.3562,0.2314,0.0175,0.425
0.490822,-0.0853,0.2590,0.1185,0.297
0.511226,-0.3221,-0.1384,-0.2127,0.410
0.532634,-0.6114,-0.3470,-0.3737,0.796
0.552621,-0.7379,-0.1363,-0.4677,0.884
0.575738,-0.7194,0.2791,-0.3974,0.868
0.594316,-0.7270,0.3216,-0.3492,0.868
0.614278,-0.7699,0.0501,-0.2844,0.822
0.635125,-0.7364,-0.1399,-0.2419,0.788
0.663845,-0.4427,-0.3414,-0.3276,0.648
0.683567,-0.1777,-0.3193,-0.3570,0.511
0.696843,0.0217,-0.2212,-0.3232,0.392
0.718974,0.1045,-0.1338,0.1905,0.255
0.739635,0.1129,-0.1749,0.7313,0.760
0.763761,0.3686,-0.1893,0.2789,0.499
0.783609,0.3362,-0.0753,-0.1336,0.370
0.800543,0.2857,-0.2117,-0.0458,0.359
0.821128,0.2293,-0.3883,0.0133,0.451
0.841422,0.2192,-0.5146,0.0828,0.565
0.874396,0.2306,-0.3346,0.2907,0.500
0.894787,0.2710,-0.2208,0.2370,0.422
0.904615,0.2476,-0.1056,0.0825,0.282
0.923597,0.1512,-0.0153,0.0209,0.153
0.944988,0.0535,0.0299,0.1198,0.135
0.974063,-0.0213,-0.0145,0.1786,0.180
0.991984,-0.0958,0.0409,0.1133,0.154
1.007577,-0.1372,0.0832,0.1360,0.210
1.028585,-0.2160,0.1133,0.1596,0.292
1.049251,-0.2960,-0.0052,-0.0005,0.296
1.074246,-0.3295,-0.0703,-0.0758,0.345
1.093718,-0.2980,-0.0812,-0.0399,0.311
1.110741,-0.2630,-0.1458,-0.0477,0.304
1.131920,-0.1534,-0.1640,-0.1430,0.266
