time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009844,0.2020,-0.3312,0.1975,0.435
0.031262,-0.0853,-0.0548,0.4973,0.507
0.040730,0.3371,-0.0083,0.5434,0.639
0.064941,-0.0751,-0.1206,-0.0565,0.153
0.092827,-0.1217,-0.3704,-0.3437,0.520
0.106000,0.3640,0.1083,0.0122,0.380
0.122419,-0.0246,-0.0073,-0.3737,0.375
0.142496,0.0500,-0.2327,-0.6782,0.719
0.162630,0.1856,-0.1769,-0.3089,0.401
0.183033,-0.1305,0.0459,0.2047,0.247
0.204452,0.0477,0.0225,0.1817,0.189
0.223696,0.2143,0.1002,-0.4104,0.474
0.244058,0.0728,0.1980,-0.1415,0.254
0.264410,-0.4476,0.0580,0.2890,0.536
0.293055,-0.1401,-0.0410,0.2549,0.294
0.305198,-0.2460,-0.0076,0.1335,0.280
0.325601,-0.2128,0.1928,0.0336,0.289
0.346078,0.1871,0.2931,0.5373,0.640
0.366629,0.2069,0.2911,1.0629,1.121
0.388581,1.6836,-2.0745,-0.6553,2.751
0.408321,0.2963,-1.8601,1.8384,2.632
0.428996,-2.5059,3.3083,-1.5730,4.438
0.449363,0.1346,-0.7799,-1.6287,1.811
0.477578,1.7702,-0.8387,0.9950,2.197
0.494098,1.2563,-0.7977,0.7679,1.675
0.510834,-0.7986,-0.8113,-0.0926,1.142
0.531590,-1.2447,-2.0929,-1.2913,2.756
0.553010,-0.0323,-2.8898,-1.1546,3.112
0.580175,-1.8599,-2.7823,0.4977,3.384
0.600309,-2.2300,-1.5329,1.0603,2.906
0.615130,-1.0977,-0.9924,1.5618,2.152
0.635476,1.9571,-0.3167,0.6252,2.079
0.656678,4.1516,-1.2190,0.1410,4.329
0.678806,2.3703,-0.9516,0.8924,2.706
0.707481,-0.4622,-0.7291,0.8808,1.233
0.719088,0.5182,-1.3216,-0.0760,1.422
0.737698,1.5158,-2.7495,-1.3862,3.432
0.758472,1.0687,-2.9635,-2.4163,3.970
0.779147,0.7630,-3.8251,-1.7771,4.286
0.799512,-3.5639,-2.4287,-0.9010,4.406
0.820760,-7.4128,7.6182,-0.4146,10.638
0.857339,-5.4212,7.7908,-0.2963,9.496
0.867265,-5.6909,1.2249,0.4843,5.841
0.882476,-2.1522,-0.5734,0.7180,2.340
0.904168,-0.7169,-1.4838,0.9088,1.882
0.924211,-0.6151,0.0392,0.4734,0.777
0.944877,0.3494,0.5589,0.8300,1.060
0.966183,0.1183,1.5519,0.7539,1.729
0.991791,0.1380,1.9558,1.0899,2.243
1.015604,-0.7286,1.7665,0.6902,2.032
1.030783,-0.4018,1.4066,1.0823,1.820
1.048535,-0.5336,0.7544,1.4841,1.748
1.070148,-3.1159,-0.3424,1.4540,3.455
1.090146,-1.7356,0.3634,2.9238,3.419
1.110056,0.8828,3.8882,1.8681,4.403
1.130867,1.4726,4.7030,0.3950,4.944
1.151477,2.0544,1.1239,-1.3994,2.728
1.172096,1.2114,-1.5530,-1.2498,2.333
1.200811,0.3880,-1.2396,-2.4216,2.748
1.224935,-0.8978,1.2444,-1.7468,2.325
1.233033,-0.4261,1.1207,-0.2920,1.234
1.254228,-1.6968,0.4137,1.0126,2.019
1.274955,-2.0690,-0.5734,-0.2161,2.158
1.295239,-1.5124,-1.7487,-1.4427,2.725
1.316109,0.0584,-2.2126,-1.6309,2.749
1.336998,0.2965,-1.8988,-1.2505,2.293
1.357989,0.0128,-2.0187,-1.5368,2.537
1.388068,-0.8411,-2.2483,-1.0676,2.627
1.407961,-1.1095,-2.7436,-1.1166,3.163
1.418998,-1.0842,-2.7698,-0.9085,3.110
1.439710,-0.8298,-2.9406,-0.6424,3.122
1.460311,-1.0171,-2.7173,-0.3870,2.927
1.489216,-0.6870,-1.6810,0.8130,1.990
1.515292,-0.1638,-0.8525,0.6760,1.100
1.526650,-0.2360,-0.6652,0.8661,1.117
1.543181,-0.0659,-0.9200,0.9238,1.305
1.563956,0.0239,-1.4236,1.0527,1.771
1.588005,-0.2323,-0.8030,2.0597,2.223
1.609632,0.6768,1.7236,4.8208,5.164
1.626322,0.8421,2.3470,3.3802,4.200
1.646404,-0.2008,1.0254,2.8087,2.997
1.667623,-2.1085,0.5616,-0.4154,2.221
1.687482,-3.7764,-0.8839,0.2413,3.886
1.708789,-4.5584,-1.4252,-0.0714,4.777
1.728386,-4.4657,0.2783,3.8795,5.922
1.749510,-0.6960,1.9992,2.4815,3.262
1.770469,0.7422,4.3112,-5.6631,7.156
1.799406,2.0167,3.7599,-2.3183,4.856
1.821618,2.7286,1.8818,-1.8987,3.820
1.832750,1.7453,0.3822,-1.6837,2.455
1.853576,0.9700,-0.4226,-1.9234,2.195
1.874312,0.2785,-1.3257,-1.9150,2.346
1.899228,-0.4143,-1.7622,-1.9563,2.665
1.919087,-1.5495,-1.3780,-2.9821,3.632
1.935092,-2.0893,-0.9420,-2.5747,3.447
1.955358,-1.7592,-0.3297,-1.0780,2.089
1.975775,0.5750,-0.1567,1.0007,1.165
1.996205,2.0294,-0.7848,0.1876,2.184
2.022299,1.5194,-1.1639,-0.9963,2.158
2.037172,0.6489,-0.6610,-1.7490,1.979
2.057831,-0.1214,-0.1576,-1.4363,1.450
2.078876,-0.7050,-0.0655,-0.1088,0.716
2.106462,0.0305,-0.8330,1.5781,1.785
2.120202,0.5019,-0.9725,0.9276,1.435
2.139745,0.8690,-0.8660,-0.1147,1.232
2.160292,0.2726,-0.1160,-0.2723,0.402
2.195518,-0.3325,-0.0374,1.8371,1.867
2.215468,-0.6582,-1.3438,1.8513,2.380
2.225145,-0.8664,-1.7218,1.3018,2.326
2.242509,0.4758,-1.7370,0.0897,1.803
2.262556,1.2526,-0.9369,0.0846,1.566
2.294913,2.4395,0.0304,1.8960,3.090
2.315966,2.4710,0.5128,1.5297,2.951
2.324573,2.0781,0.4997,1.1952,2.449
2.343862,0.3966,0.4449,0.9742,1.142
2.364797,-0.4337,0.9286,1.0609,1.475
2.395369,-0.5680,1.9997,-1.0316,2.321
2.414330,0.5094,3.5330,-2.0360,4.109
2.425611,1.5936,5.4904,-2.0669,6.079
2.446766,1.5049,5.7899,-0.8232,6.039
2.466748,-0.0915,4.0602,0.7356,4.127
2.495921,-0.3219,3.6706,0.9720,3.811
2.519007,-0.5167,1.5155,0.9597,1.867
2.529536,-0.0278,0.3854,0.6874,0.789
2.550306,0.4054,0.2934,0.8010,0.945
2.570810,0.6109,1.6201,1.0990,2.051
2.596511,0.2161,3.1893,1.7451,3.642
2.618335,-1.1333,2.6283,2.8627,4.048
2.632450,-1.1837,2.1065,2.9068,3.780
2.652628,1.4627,-0.2863,1.3488,2.010
2.673719,0.2910,-2.0901,-3.8327,4.375
2.695944,-1.4088,-1.2123,-6.2520,6.522
2.716167,-0.6599,0.4596,-6.9005,6.947
2.736017,1.2902,0.0920,-4.8896,5.058
2.756711,-0.7024,-0.4213,-0.5207,0.971
2.777747,-2.7502,-0.4707,1.1712,3.026
2.807541,-2.9483,-0.4214,-1.3078,3.253
2.826828,-1.7058,-0.2253,-4.6231,4.933
2.838551,-1.3348,-0.3925,-4.3031,4.522
2.858799,-0.5244,-1.2447,-0.9251,1.637
2.879241,-0.2056,-1.9093,-1.0379,2.183
2.905631,-0.6919,-2.7731,-2.9310,4.094
2.926608,-0.5535,-3.4195,-3.1490,4.681
2.940139,-1.0258,-3.7148,-2.4261,4.554
2.961032,-1.2929,-4.2514,-1.7412,4.773
2.981128,-1.6241,-4.0235,-0.4302,4.360
3.005608,-2.2377,-3.2043,-0.7208,3.974
