time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007778,-0.0122,-0.0903,0.2311,0.248
0.034929,0.0378,0.0079,0.2110,0.215
0.043533,-0.0605,0.0377,0.1185,0.138
0.093382,0.3028,-0.1018,0.2726,0.420
0.108574,0.1245,0.0326,0.0453,0.136
0.108901,0.1245,0.0326,0.0453,0.136
0.133207,0.2447,0.1743,-0.3818,0.486
0.150462,0.0698,0.1631,-0.3040,0.352
0.184938,-0.3841,0.1846,0.0029,0.426
0.185319,-0.3841,0.1846,0.0029,0.426
0.201578,-0.1026,0.1874,-0.5559,0.596
0.221902,-0.2934,0.0283,0.1799,0.345
0.244042,-0.4865,-0.1018,0.9804,1.099
0.281442,0.3196,-0.1997,-0.0376,0.379
0.288006,0.2096,-0.2823,0.0213,0.352
0.303926,0.4507,-0.2343,-0.2202,0.554
0.329842,0.0484,-0.1646,0.1058,0.202
0.374186,-0.0270,-0.1112,0.5606,0.572
0.388661,0.2051,-0.2541,0.3003,0.444
0.390299,0.2051,-0.2541,0.3003,0.444
0.408583,0.1782,-0.3179,0.5390,0.651
0.430280,0.0807,-0.7829,0.3326,0.854
0.462311,0.3762,-0.8081,0.8961,1.264
0.472946,0.2966,-0.7910,1.1059,1.392
0.491028,-0.6622,-0.8606,0.3138,1.130
0.511492,-0.4382,-0.6984,-0.3453,0.894
0.532419,-0.8489,-0.4234,0.5325,1.088
0.567166,0.9073,0.5460,0.4597,1.154
0.575716,0.7175,0.1725,0.7413,1.046
0.594446,0.6372,-0.1658,1.0074,1.203
0.621684,-0.0354,-0.2215,0.7590,0.791
0.641711,0.3035,-0.7419,-0.1684,0.819
0.682486,-0.1970,-2.2038,0.7959,2.351
0.683655,0.2013,-1.9692,-0.1641,1.986
0.698209,0.0509,-1.6623,-0.0984,1.666
0.718532,-0.2301,-0.1623,0.7822,0.831
0.740640,0.1767,0.1626,1.9291,1.944
0.770455,-0.3183,0.6898,-0.2078,0.788
0.781031,-0.2326,0.3675,-1.6280,1.685
0.799951,0.4843,-0.2671,-2.0695,2.142
0.820556,-1.0784,0.2649,-0.0911,1.114
0.840826,-2.1451,0.0857,1.8654,2.844
0.861260,-2.6663,-0.6086,-0.7440,2.834
0.881539,-1.9372,-1.9122,-0.7463,2.822
0.902020,2.8440,-2.4654,0.1162,3.766
0.922334,1.3307,-2.7855,0.0998,3.089
0.943238,-0.4563,-2.9565,-0.1912,2.998
0.963980,0.9752,-2.6786,-0.0830,2.852
0.984405,1.8833,-4.0311,0.2833,4.458
1.005094,2.0570,-5.5785,0.2914,5.953
1.025913,3.4912,-7.3110,-0.3928,8.111
1.051855,3.2773,-8.2093,-1.5528,8.975
1.081581,-1.0794,-7.2657,1.6581,7.530
1.095279,-2.2373,-6.0093,2.7772,6.988
