time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004116,0.1577,-0.2855,0.3578,0.484
0.018591,-0.1131,0.2211,0.5738,0.625
0.039042,-0.0062,0.5779,-0.4666,0.743
0.063233,0.1616,-0.1680,0.4487,0.506
0.079304,-0.5346,-0.1582,0.3327,0.649
0.099854,-0.3488,0.4886,-1.5302,1.644
0.120248,-0.1020,0.2847,-1.0161,1.060
0.152745,1.2629,-0.2800,0.6935,1.468
0.162628,1.1977,-0.3237,1.4402,1.901
0.181133,0.1086,-0.2092,1.5605,1.578
0.201134,-0.6682,0.1311,0.5250,0.860
0.221864,0.1727,-0.0666,0.1944,0.268
0.256241,0.2233,-0.3009,0.5180,0.639
0.262486,0.1129,-0.0903,0.4804,0.502
0.282904,-0.8045,0.3743,-1.0733,1.393
0.302927,-0.3974,0.3062,-0.6450,0.817
0.323355,-1.1613,-0.3553,1.3255,1.798
0.356941,1.9391,-0.6514,0.1407,2.050
0.365547,2.6432,-0.6391,0.1486,2.723
0.385079,1.1337,-0.0207,-0.1487,1.144
0.405626,-1.0434,0.0968,-0.6787,1.249
0.426115,0.0769,-0.1554,-0.2837,0.332
0.453486,0.4901,0.1134,0.2766,0.574
0.466963,0.2961,0.1973,0.4233,0.553
0.487323,-0.1164,0.3052,0.8034,0.867
0.507663,-0.2502,0.0042,0.8034,0.841
0.528205,-0.2623,0.0606,0.1572,0.312
0.553238,-0.2537,-0.4710,0.4345,0.689
0.569255,0.0149,-0.4652,-0.2370,0.522
0.589677,0.3299,-0.0977,0.0305,0.345
0.610811,0.2192,-0.0354,0.3520,0.416
0.632081,-0.0223,-0.0379,0.5068,0.509
0.655558,-0.0483,0.0071,0.0626,0.079
0.674834,-0.1454,0.0073,0.1731,0.226
0.692638,-0.1583,0.0159,0.1774,0.238
0.713792,-0.4256,0.1137,0.4780,0.650
0.733920,0.9307,-0.3529,0.7297,1.234
0.756357,0.6180,-0.4564,1.6847,1.852
0.775943,0.6301,-0.6691,4.6105,4.701
0.796232,-0.1957,0.7702,2.2737,2.409
0.816338,-0.6960,2.5162,-4.8593,5.516
0.837177,-5.2610,-1.6550,2.0799,5.894
0.867335,2.7807,-1.0114,-1.3668,3.259
0.886304,0.9357,-1.1875,-3.8126,4.101
0.899136,0.0817,-1.5123,-2.5739,2.986
0.919584,4.6461,0.4778,3.1542,5.636
0.940217,-1.4651,0.0602,2.6449,3.024
0.965774,-4.8395,2.5389,-4.2224,6.906
0.986637,-0.4106,0.2068,-2.5350,2.576
1.001842,0.3417,0.1889,-1.8318,1.873
1.022172,2.3560,-0.3057,5.1981,5.715
1.043227,0.4978,0.1645,1.8566,1.929
1.066305,-0.9358,0.0520,1.3462,1.640
1.086935,-2.0204,-0.8663,-0.7294,2.316
1.105575,-0.1564,-1.1364,-1.7742,2.113
1.126235,7.4345,-4.6174,-1.5800,8.893
1.146214,0.0957,-0.5834,1.8336,1.927
1.166426,0.4772,-0.4997,2.2903,2.392
1.187259,-0.8306,-0.2787,-0.3431,0.941
1.208476,-0.5971,-1.5273,1.5784,2.276
1.228241,-0.3467,-1.7902,0.7711,1.980
1.265652,-0.5227,-0.5119,-0.4665,0.868
1.285887,-0.3782,-0.1824,0.5003,0.653
1.293757,0.2297,0.0088,0.4167,0.476
1.310511,0.0559,0.5685,0.9260,1.088
1.331189,3.2905,-0.7841,-0.2214,3.390
1.364371,2.7856,2.1733,0.2810,3.544
1.379078,2.9216,0.5029,2.1143,3.641
1.393841,-0.1336,-0.4816,3.3473,3.384
1.414564,-0.8174,-0.0779,0.1685,0.838
1.434835,0.1352,1.3310,-1.5577,2.053
1.464773,-3.0386,-0.5204,1.2555,3.329
1.482154,-0.7774,0.7642,0.6484,1.268
1.497118,0.2880,1.8440,-0.5557,1.947
1.517060,-3.0240,1.7074,-0.7403,3.551
1.537683,-2.8864,2.0113,-0.2512,3.527
1.562919,-1.5023,1.0359,-1.1896,2.178
1.578298,-3.0264,1.2268,-0.4254,3.293
1.599024,-1.6028,0.2817,0.7456,1.790
1.619391,-0.9310,0.7533,0.7802,1.429
1.641092,1.2522,-0.5479,0.0277,1.367
1.663075,-0.7852,-0.8471,0.6496,1.325
1.681344,-1.0122,-1.7650,1.0295,2.280
1.703033,0.0316,-1.7469,1.0047,2.016
1.723452,-1.7182,-0.2700,0.3576,1.776
1.744719,-1.0426,0.6467,0.3594,1.278
1.771394,-0.1683,1.2150,0.4642,1.311
1.784802,0.1016,0.7927,0.5089,0.947
1.805764,-0.2207,0.4770,0.3176,0.614
1.826902,0.0448,0.1435,0.4488,0.473
1.847615,0.2556,-0.0160,0.2668,0.370
1.873545,2.5202,-0.5075,-0.1737,2.577
1.893658,0.9880,-0.0919,-0.1773,1.008
1.908638,0.2779,0.0934,0.0221,0.294
1.929202,-0.1263,0.1887,0.2219,0.317
1.950517,-0.1259,0.2642,0.2566,0.389
1.974709,-0.4076,-0.0315,0.2801,0.496
1.991727,-0.3527,-0.3074,0.1351,0.487
2.012071,0.3118,-0.3714,-0.1353,0.503
2.032808,1.8904,-0.5902,0.0208,1.980
2.062447,0.7862,-0.0541,0.3068,0.846
2.084092,-0.2490,0.3170,0.4141,0.578
2.095224,-0.2292,0.2622,0.3563,0.498
2.116922,-0.0525,0.0566,0.0792,0.111
2.136984,-0.0496,-0.1029,0.0703,0.134
2.162330,-0.1021,-0.2191,0.1292,0.274
2.181264,-0.0304,-0.1977,0.2131,0.292
2.198147,-0.0102,-0.1418,0.2634,0.299
2.219030,0.0546,-0.0193,0.2030,0.211
2.239098,0.1206,0.1698,0.2072,0.294
2.261357,0.1542,0.2400,0.1711,0.333
2.281202,0.2007,0.2931,0.1830,0.400
2.301415,0.1567,0.2510,0.2288,0.374
2.322182,0.1830,0.1501,0.2052,0.313
2.343442,0.2612,-0.0368,0.1759,0.317
2.372336,0.2518,-0.2123,0.1844,0.378
2.386128,0.1884,-0.2793,0.1845,0.384
2.404113,0.0983,-0.2336,0.2292,0.342
2.425060,0.0288,-0.0341,0.2618,0.266
2.446190,-0.0001,0.1620,0.2350,0.285
2.470857,0.0394,0.2036,0.1464,0.254
2.486277,0.0828,0.1566,0.1333,0.222
2.507406,0.0943,0.0533,0.0942,0.144
2.527623,0.1050,-0.1243,0.1225,0.204
2.548954,0.0727,-0.1922,0.1757,0.270
2.571606,0.0382,-0.1361,0.2513,0.288
2.588877,0.0312,-0.0232,0.2618,0.265
2.609362,0.0266,0.1321,0.2267,0.264
2.631365,0.0897,0.1715,0.1914,0.272
2.651489,0.1457,0.1315,0.1584,0.252
2.671624,0.2010,0.0557,0.0884,0.227
2.692348,0.1994,0.0287,0.0924,0.222
2.713863,0.2042,0.0249,0.2428,0.318
2.734741,0.2431,-0.0392,0.3033,0.391
2.755362,0.3410,-0.1727,0.2076,0.435
2.782533,0.1773,-0.1875,0.0049,0.258
2.798170,0.0189,-0.1171,0.0639,0.135
2.816748,-0.1254,0.0766,0.2084,0.255
2.836964,-0.1734,0.1220,0.2856,0.356
2.857534,-0.1612,0.0429,0.2749,0.322
2.878713,-0.1574,-0.0170,0.2537,0.299
2.899189,-0.1408,-0.0869,0.2513,0.301
2.919756,-0.1104,-0.1087,0.2306,0.278
2.940741,-0.1137,0.0237,0.1965,0.228
2.971219,-0.0171,0.1643,0.1646,0.233
2.987092,0.0763,0.1623,0.1856,0.258
3.002163,0.1480,0.0935,0.1885,0.257
3.022767,0.2328,0.0010,0.1632,0.284
3.044474,0.3085,-0.0991,0.1516,0.358
3.068122,0.3790,-0.1220,0.1162,0.415
3.083370,0.3693,-0.0923,0.1274,0.401
3.104076,0.3235,-0.0514,0.1342,0.354
3.124274,0.1900,0.0166,0.1225,0.227
3.145124,0.1192,0.0302,0.1662,0.207
3.168248,0.0032,0.0402,0.2414,0.245
3.192069,-0.0195,0.0144,0.2356,0.237
3.206690,-0.0272,0.0016,0.2448,0.246
3.227267,-0.0340,0.0065,0.2144,0.217
3.248170,-0.0599,0.0461,0.1956,0.210
3.268401,-0.0593,0.0513,0.2556,0.267
3.292042,-0.0430,-0.0019,0.1791,0.184
3.310368,-0.0392,-0.0397,0.1651,0.174
3.332160,0.0237,-0.0592,0.1802,0.191
3.352705,0.0401,-0.0513,0.2234,0.233
3.379674,0.0943,-0.0195,0.1687,0.194
3.399636,0.0998,0.0064,0.1550,0.184
3.413961,0.1006,0.0373,0.2060,0.232
3.434560,0.1656,0.0232,0.1924,0.255
3.455696,0.1553,0.0234,0.1697,0.231
3.480546,0.1299,0.0118,0.1426,0.193
3.500531,0.1225,-0.0121,0.1748,0.214
3.516545,0.1240,-0.0005,0.1799,0.218
3.537177,0.1210,0.0062,0.2352,0.265
3.557842,0.0939,-0.0143,0.1962,0.218
3.580503,0.0518,-0.0151,0.1781,0.186
3.598139,0.0489,-0.0224,0.1749,0.183
3.619646,0.0407,-0.0269,0.1840,0.190
3.640826,0.0609,-0.0167,0.1931,0.203
3.661532,0.0663,0.0124,0.2096,0.220
3.690990,0.0449,0.0264,0.1808,0.188
3.704689,0.0330,0.0283,0.1760,0.181
3.722218,0.0190,0.0113,0.1878,0.189
3.742884,0.0388,0.0068,0.1971,0.201
3.778238,0.0826,-0.0192,0.2112,0.228
3.794344,0.0753,0.0093,0.1801,0.195
3.808208,0.0800,-0.0146,0.1850,0.202
3.826537,0.0747,0.0002,0.1756,0.191
3.847396,0.0658,0.0007,0.1811,0.193
3.878295,0.0756,0.0053,0.1652,0.182
3.895004,0.0651,0.0026,0.1919,0.203
3.908873,0.0695,-0.0023,0.1801,0.193
3.929703,0.1048,0.0096,0.2019,0.228
3.950506,0.0661,0.0077,0.2045,0.215
3.979572,0.1119,-0.0097,0.1958,0.226
3.997931,0.1215,-0.0084,0.2101,0.243
4.012147,0.1148,0.0038,0.1980,0.229
4.032882,0.0922,0.0043,0.1950,0.216
